seq_id	cluster_id	split
WP_337089143	WP_192849614	train
WP_134239229	WP_192849614	train
WP_089538208	WP_192849614	train
WP_001326307	WP_192849614	train
WP_225377152	WP_192849614	train
WP_096999018	WP_192849614	train
WP_113488399	WP_192849614	train
WP_001695925	WP_192849614	train
WP_001487192	WP_192849614	train
WP_078296783	WP_192849614	train
WP_073533593	WP_192849614	train
WP_421520884	WP_192849614	train
WP_373343002	WP_192849614	train
WP_085693625	WP_192849614	train
WP_106509868	WP_192849614	train
WP_368309389	WP_192849614	train
WP_171284283	WP_192849614	train
WP_124035679	WP_192849614	train
WP_112350513	WP_192849614	train
WP_005049701	WP_192849614	train
WP_094112740	WP_192849614	train
WP_113349994	WP_192849614	train
WP_049094051	WP_192849614	train
WP_001298100	WP_192849614	train
WP_254280938	WP_192849614	train
WP_001335024	WP_192849614	train
WP_389367345	WP_192849614	train
WP_288770467	WP_192849614	train
WP_302308642	WP_192849614	train
WP_042101137	WP_192849614	train
WP_276337399	WP_192849614	train
WP_103774691	WP_192849614	train
WP_436857497	WP_192849614	train
WP_181680599	WP_192849614	train
WP_060571295	WP_192849614	train
WP_350396522	WP_192849614	train
WP_049040400	WP_192849614	train
WP_269535795	WP_192849614	train
WP_042283444	WP_192849614	train
WP_181823096	WP_192849614	train
WP_368932706	WP_192849614	train
WP_199957683	WP_192849614	train
WP_353493427	WP_192849614	train
WP_342005727	WP_192849614	train
WP_420247789	WP_192849614	train
WP_352445533	WP_192849614	train
WP_001354108	WP_192849614	train
WP_097366103	WP_192849614	train
WP_011069349	WP_192849614	train
WP_023234051	WP_192849614	train
WP_220410040	WP_192849614	train
WP_151325451	WP_192849614	train
WP_159135345	WP_192849614	train
WP_368980229	WP_192849614	train
WP_096117441	WP_192849614	train
WP_458582410	WP_192849614	train
WP_337233247	WP_192849614	train
WP_044325484	WP_192849614	train
WP_114756056	WP_192849614	train
WP_136146207	WP_192849614	train
WP_034167620	WP_192849614	train
WP_407240213	WP_192849614	train
WP_130562903	WP_192849614	train
WP_113262355	WP_192849614	train
WP_004093343	WP_192849614	train
WP_001468644	WP_192849614	train
WP_001643336	WP_192849614	train
WP_001497537	WP_192849614	train
WP_088492132	WP_192849614	train
WP_137507701	WP_192849614	train
WP_438376706	WP_192849614	train
WP_139506354	WP_192849614	train
WP_130525818	WP_192849614	train
WP_222698922	WP_192849614	train
WP_052993784	WP_192849614	train
WP_039064846	WP_192849614	train
WP_447394891	WP_192849614	train
WP_222694071	WP_192849614	train
WP_119228377	WP_192849614	train
WP_134797136	WP_192849614	train
WP_426258934	WP_192849614	train
WP_303080275	WP_192849614	train
WP_128484340	WP_192849614	train
WP_059279416	WP_192849614	train
WP_349324084	WP_192849614	train
WP_052975458	WP_192849614	train
WP_057696432	WP_192849614	train
WP_347943668	WP_192849614	train
WP_243044052	WP_192849614	train
WP_021576142	WP_192849614	train
WP_226478762	WP_192849614	train
WP_261661125	WP_192849614	train
WP_222903777	WP_192849614	train
WP_097499381	WP_192849614	train
WP_405248900	WP_192849614	train
WP_097439571	WP_192849614	train
WP_089622992	WP_192849614	train
WP_441103013	WP_192849614	train
WP_409230654	WP_192849614	train
WP_160465327	WP_192849614	train
WP_166432044	WP_192849614	train
WP_096955803	WP_192849614	train
WP_096840875	WP_192849614	train
WP_192949776	WP_192849614	train
WP_231451947	WP_192849614	train
WP_001663866	WP_192849614	train
WP_097316831	WP_192849614	train
WP_350425269	WP_192849614	train
WP_289693886	WP_192849614	train
WP_047605417	WP_192849614	train
WP_142440402	WP_192849614	train
WP_353527156	WP_192849614	train
WP_152928090	WP_192849614	train
WP_248798404	WP_192849614	train
WP_147699178	WP_192849614	train
WP_001619376	WP_192849614	train
WP_224154170	WP_192849614	train
WP_348918604	WP_192849614	train
WP_128880474	WP_192849614	train
WP_115204748	WP_192849614	train
WP_189915256	WP_192849614	train
WP_226875355	WP_192849614	train
WP_269412837	WP_192849614	train
WP_130222777	WP_192849614	train
WP_150003811	WP_192849614	train
WP_309212705	WP_192849614	train
WP_070817026	WP_192849614	train
WP_367173414	WP_192849614	train
WP_074014671	WP_192849614	train
WP_442677288	WP_192849614	train
WP_113555054	WP_192849614	train
WP_465080875	WP_192849614	train
WP_115737693	WP_192849614	train
WP_001681014	WP_192849614	train
WP_001641657	WP_192849614	train
WP_473704259	WP_192849614	train
WP_053273715	WP_192849614	train
WP_264716559	WP_192849614	train
WP_150320998	WP_192849614	train
WP_255399614	WP_192849614	train
WP_106475120	WP_192849614	train
WP_447566729	WP_192849614	train
WP_106888977	WP_192849614	train
WP_460208702	WP_192849614	train
WP_001337939	WP_192849614	train
WP_273660085	WP_192849614	train
WP_137469020	WP_192849614	train
WP_001682840	WP_192849614	train
WP_065682936	WP_192849614	train
WP_481243857	WP_192849614	train
WP_407981177	WP_192849614	train
WP_022296446	WP_192849614	train
WP_445991295	WP_192849614	train
WP_147706808	WP_192849614	train
WP_142461072	WP_192849614	train
WP_024212192	WP_192849614	train
WP_262018964	WP_192849614	train
WP_486510448	WP_192849614	train
WP_152031172	WP_192849614	train
WP_254685061	WP_192849614	train
WP_228362710	WP_192849614	train
WP_156666342	WP_192849614	train
WP_447390936	WP_192849614	train
WP_483647610	WP_192849614	train
WP_024259893	WP_192849614	train
WP_156675230	WP_192849614	train
WP_338231578	WP_192849614	train
WP_124783278	WP_192849614	train
WP_025237092	WP_192849614	train
WP_059268211	WP_192849614	train
WP_348996957	WP_192849614	train
WP_059275760	WP_192849614	train
WP_042067134	WP_192849614	train
WP_109962601	WP_192849614	train
WP_187173632	WP_192849614	train
WP_103857512	WP_192849614	train
WP_001437686	WP_192849614	train
WP_053877708	WP_192849614	train
WP_001614507	WP_192849614	train
WP_264752354	WP_192849614	train
WP_311007621	WP_192849614	train
WP_227901605	WP_192849614	train
WP_163450069	WP_192849614	train
WP_053921241	WP_192849614	train
WP_202586373	WP_192849614	train
WP_220417210	WP_192849614	train
WP_182151873	WP_192849614	train
WP_045149545	WP_192849614	train
WP_447933312	WP_192849614	train
WP_137516456	WP_192849614	train
WP_004998368	WP_192849614	train
WP_001526939	WP_192849614	train
WP_136145658	WP_192849614	train
WP_001353238	WP_192849614	train
WP_482449863	WP_192849614	train
WP_121926914	WP_192849614	train
WP_338853103	WP_192849614	train
WP_001698309	WP_192849614	train
WP_137650755	WP_192849614	train
WP_255399014	WP_192849614	train
WP_075328792	WP_192849614	train
WP_003915304	WP_192849614	train
WP_094316603	WP_192849614	train
WP_001298801	WP_192849614	train
WP_028126135	WP_192849614	train
WP_052894802	WP_192849614	train
WP_001554983	WP_192849614	train
WP_373651008	WP_192849614	train
WP_062864251	WP_192849614	train
WP_098402050	WP_192849614	train
WP_058128075	WP_192849614	train
WP_001362355	WP_192849614	train
WP_069191794	WP_192849614	train
WP_096320277	WP_192849614	train
WP_101972917	WP_192849614	train
WP_219369926	WP_192849614	train
WP_459475326	WP_192849614	train
WP_346714095	WP_192849614	train
WP_180238098	WP_192849614	train
WP_346673373	WP_192849614	train
WP_204646080	WP_192849614	train
WP_148119586	WP_192849614	train
WP_071337709	WP_192849614	train
WP_447534128	WP_192849614	train
WP_160379198	WP_192849614	train
WP_059241841	WP_192849614	train
WP_205848708	WP_192849614	train
WP_225857789	WP_192849614	train
WP_137549280	WP_192849614	train
WP_044697417	WP_192849614	train
WP_101191328	WP_192849614	train
WP_116967962	WP_192849614	train
WP_167582759	WP_192849614	train
WP_001553967	WP_192849614	train
WP_044808717	WP_192849614	train
WP_235635882	WP_192849614	train
WP_063101440	WP_192849614	train
WP_100035334	WP_192849614	train
WP_134799999	WP_192849614	train
WP_231528443	WP_192849614	train
WP_461203675	WP_192849614	train
WP_230003292	WP_192849614	train
WP_281996681	WP_192849614	train
WP_340504580	WP_192849614	train
WP_029399852	WP_192849614	train
WP_302324719	WP_192849614	train
WP_325853464	WP_192849614	train
WP_112042011	WP_192849614	train
WP_421644911	WP_192849614	train
WP_099716442	WP_192849614	train
WP_407237162	WP_192849614	train
WP_088144913	WP_192849614	train
WP_148119488	WP_192849614	train
WP_001309471	WP_192849614	train
WP_218722669	WP_192849614	train
WP_215462386	WP_192849614	train
WP_396123545	WP_192849614	train
WP_062883069	WP_192849614	train
WP_115747162	WP_192849614	train
WP_436903858	WP_192849614	train
WP_233300805	WP_192849614	train
WP_012601486	WP_192849614	train
WP_039020811	WP_192849614	train
WP_266197323	WP_192849614	train
WP_308076810	WP_192849614	train
WP_154054944	WP_192849614	train
WP_005074608	WP_192849614	train
WP_286040451	WP_192849614	train
WP_447306014	WP_192849614	train
WP_081570128	WP_192849614	train
WP_085460779	WP_192849614	train
WP_137325881	WP_192849614	train
WP_024212414	WP_192849614	train
WP_141109152	WP_192849614	train
WP_006684311	WP_192849614	train
WP_332142002	WP_192849614	train
WP_001726005	WP_192849614	train
WP_311017004	WP_192849614	train
WP_097416271	WP_192849614	train
WP_201489910	WP_192849614	train
WP_170900528	WP_192849614	train
WP_454086554	WP_192849614	train
WP_179143703	WP_192849614	train
WP_169782417	WP_192849614	train
WP_140240041	WP_192849614	train
WP_225371159	WP_192849614	train
WP_038988904	WP_192849614	train
WP_114291302	WP_192849614	train
WP_077507429	WP_192849614	train
WP_042203615	WP_192849614	train
WP_220424713	WP_192849614	train
WP_201489722	WP_192849614	train
WP_289464768	WP_192849614	train
WP_024262109	WP_192849614	train
WP_001484536	WP_192849614	train
WP_001460827	WP_192849614	train
WP_032292753	WP_192849614	train
WP_203758921	WP_192849614	train
WP_154735936	WP_192849614	train
WP_461416116	WP_192849614	train
WP_331332859	WP_192849614	train
WP_063100160	WP_192849614	train
WP_170877827	WP_192849614	train
WP_112901885	WP_192849614	train
WP_126723186	WP_192849614	train
WP_160448892	WP_192849614	train
WP_130259730	WP_192849614	train
WP_396017558	WP_192849614	train
WP_192943815	WP_192849614	train
WP_262832619	WP_192849614	train
WP_425747600	WP_192849614	train
WP_089643733	WP_192849614	train
WP_338386711	WP_192849614	train
WP_001698223	WP_192849614	train
WP_263766718	WP_192849614	train
WP_063074346	WP_192849614	train
WP_265935175	WP_192849614	train
WP_196606116	WP_192849614	train
WP_424700727	WP_192849614	train
WP_427810417	WP_192849614	train
WP_192850006	WP_192849614	train
WP_064226380	WP_192849614	train
WP_119181350	WP_192849614	train
WP_136158911	WP_192849614	train
WP_416044178	WP_192849614	train
WP_097423819	WP_192849614	train
WP_047663626	WP_192849614	train
WP_438897407	WP_192849614	train
WP_366961900	WP_192849614	train
WP_001703146	WP_192849614	train
WP_097767572	WP_192849614	train
WP_097737416	WP_192849614	train
WP_095501507	WP_192849614	train
WP_285081104	WP_192849614	train
WP_075328268	WP_192849614	train
WP_105241991	WP_192849614	train
WP_204619009	WP_192849614	train
WP_311014755	WP_192849614	train
WP_484081941	WP_192849614	train
WP_077167861	WP_192849614	train
WP_279967804	WP_192849614	train
WP_129541869	WP_192849614	train
WP_447514428	WP_192849614	train
WP_272854357	WP_192849614	train
WP_194178961	WP_192849614	train
WP_001390153	WP_192849614	train
WP_045177202	WP_192849614	train
WP_097432349	WP_192849614	train
WP_089633091	WP_192849614	train
WP_343121342	WP_192849614	train
WP_089631514	WP_192849614	train
WP_024246437	WP_192849614	train
WP_021537199	WP_192849614	train
WP_033808261	WP_192849614	train
WP_001691736	WP_192849614	train
WP_226478857	WP_192849614	train
WP_239612500	WP_192849614	train
WP_160420521	WP_192849614	train
WP_098728897	WP_192849614	train
WP_447564200	WP_192849614	train
WP_052945803	WP_192849614	train
WP_302347522	WP_192849614	train
WP_461861132	WP_192849614	train
WP_404998961	WP_192849614	train
WP_204628519	WP_192849614	train
WP_262930693	WP_192849614	train
WP_010340715	WP_192849614	train
WP_250552561	WP_192849614	train
WP_175964810	WP_192849614	train
WP_160333669	WP_192849614	train
WP_089581943	WP_192849614	train
WP_166488420	WP_192849614	train
WP_089529374	WP_192849614	train
WP_284345531	WP_192849614	train
WP_203739528	WP_192849614	train
WP_231366968	WP_192849614	train
WP_032253403	WP_192849614	train
WP_128456570	WP_192849614	train
WP_032359226	WP_192849614	train
WP_463478928	WP_192849614	train
WP_116987052	WP_192849614	train
WP_192854409	WP_192849614	train
WP_244051948	WP_192849614	train
WP_053919506	WP_192849614	train
WP_215260982	WP_192849614	train
WP_160456044	WP_192849614	train
WP_447219541	WP_192849614	train
WP_016235984	WP_192849614	train
WP_206783239	WP_192849614	train
WP_139615403	WP_192849614	train
WP_414137758	WP_192849614	train
WP_242818372	WP_192849614	train
WP_277204169	WP_192849614	train
WP_248787134	WP_192849614	train
WP_337451994	WP_192849614	train
WP_262010055	WP_192849614	train
WP_069907111	WP_192849614	train
WP_224171678	WP_192849614	train
WP_155107962	WP_192849614	train
WP_337086678	WP_192849614	train
WP_097438257	WP_192849614	train
WP_096321656	WP_192849614	train
WP_137533932	WP_192849614	train
WP_446188638	WP_192849614	train
WP_407979716	WP_192849614	train
WP_097680496	WP_192849614	train
WP_152659661	WP_192849614	train
WP_369511418	WP_192849614	train
WP_250304337	WP_192849614	train
WP_157702382	WP_192849614	train
WP_113926345	WP_192849614	train
WP_171880468	WP_192849614	train
WP_187224980	WP_192849614	train
WP_187226248	WP_192849614	train
WP_096886024	WP_192849614	train
WP_001421248	WP_192849614	train
WP_227910464	WP_192849614	train
WP_236936462	WP_192849614	train
WP_338756180	WP_192849614	train
WP_027663457	WP_192849614	train
WP_001680391	WP_192849614	train
WP_243046681	WP_192849614	train
WP_112886542	WP_192849614	train
WP_113240210	WP_192849614	train
WP_366948134	WP_192849614	train
WP_119177628	WP_192849614	train
WP_053002813	WP_192849614	train
WP_222691237	WP_192849614	train
WP_140026601	WP_192849614	train
WP_191641545	WP_192849614	train
WP_421516011	WP_192849614	train
WP_302313090	WP_192849614	train
WP_032257049	WP_192849614	train
WP_236459775	WP_192849614	train
WP_113411750	WP_192849614	train
WP_115735524	WP_192849614	train
WP_349398136	WP_192849614	train
WP_095157902	WP_192849614	train
WP_088540382	WP_192849614	train
WP_271086764	WP_192849614	train
WP_001366271	WP_192849614	train
WP_140256037	WP_192849614	train
WP_087757968	WP_192849614	train
WP_240078808	WP_192849614	train
WP_001382110	WP_192849614	train
WP_001592150	WP_192849614	train
WP_096247909	WP_192849614	train
WP_136858844	WP_192849614	train
WP_001360019	WP_192849614	train
WP_230146779	WP_192849614	train
WP_486931611	WP_192849614	train
WP_454770421	WP_192849614	train
WP_171935419	WP_192849614	train
WP_181679899	WP_192849614	train
WP_343119737	WP_192849614	train
WP_134812201	WP_192849614	train
WP_033550377	WP_192849614	train
WP_319792650	WP_192849614	train
WP_481985540	WP_192849614	train
WP_125269818	WP_192849614	train
WP_163388228	WP_192849614	train
WP_047086937	WP_192849614	train
WP_373335972	WP_192849614	train
WP_474951761	WP_192849614	train
WP_438415388	WP_192849614	train
WP_187193804	WP_192849614	train
WP_481986271	WP_192849614	train
WP_462822171	WP_192849614	train
WP_024237790	WP_192849614	train
WP_332188114	WP_192849614	train
WP_447275239	WP_192849614	train
WP_005068394	WP_192849614	train
WP_249859788	WP_192849614	train
WP_105476623	WP_192849614	train
WP_112921228	WP_192849614	train
WP_237441488	WP_192849614	train
WP_100029972	WP_192849614	train
WP_001391746	WP_192849614	train
WP_112922984	WP_192849614	train
WP_438380882	WP_192849614	train
WP_128448741	WP_192849614	train
WP_064527215	WP_192849614	train
WP_325901789	WP_192849614	train
WP_059228683	WP_192849614	train
WP_192855525	WP_192849614	train
WP_220766472	WP_192849614	train
WP_126492244	WP_192849614	train
WP_115207242	WP_192849614	train
WP_282654204	WP_192849614	train
WP_284570736	WP_192849614	train
WP_076751418	WP_192849614	train
WP_310563366	WP_192849614	train
WP_105272672	WP_192849614	train
WP_040038412	WP_192849614	train
WP_227899072	WP_192849614	train
WP_001427498	WP_192849614	train
WP_332382293	WP_192849614	train
WP_001704495	WP_192849614	train
WP_113472624	WP_192849614	train
WP_311237079	WP_192849614	train
WP_069905730	WP_192849614	train
WP_369775429	WP_192849614	train
WP_073506986	WP_192849614	train
WP_395765647	WP_192849614	train
WP_174592121	WP_192849614	train
WP_162032121	WP_192849614	train
WP_032206808	WP_192849614	train
WP_423709150	WP_192849614	train
WP_235246749	WP_192849614	train
WP_277499301	WP_192849614	train
WP_279435967	WP_192849614	train
WP_021550866	WP_192849614	train
WP_105263579	WP_192849614	train
WP_192950382	WP_192849614	train
WP_269542849	WP_192849614	train
WP_160539349	WP_192849614	train
WP_021552277	WP_192849614	train
WP_203148526	WP_192849614	train
WP_407109662	WP_192849614	train
WP_287167498	WP_192849614	train
WP_267812607	WP_192849614	train
WP_106404615	WP_192849614	train
WP_459516600	WP_192849614	train
WP_052913447	WP_192849614	train
WP_146755864	WP_192849614	train
WP_196064690	WP_192849614	train
WP_001599360	WP_192849614	train
WP_241461511	WP_192849614	train
WP_424701080	WP_192849614	train
WP_241224313	WP_192849614	train
WP_001506205	WP_192849614	train
WP_426847310	WP_192849614	train
WP_005091745	WP_192849614	train
WP_097432199	WP_192849614	train
WP_324700906	WP_192849614	train
WP_024262211	WP_192849614	train
WP_128613966	WP_192849614	train
WP_261630464	WP_192849614	train
WP_241328699	WP_192849614	train
WP_186184159	WP_192849614	train
WP_134798233	WP_192849614	train
WP_119164766	WP_192849614	train
WP_420899960	WP_192849614	train
WP_447330113	WP_192849614	train
WP_137475916	WP_192849614	train
WP_426367246	WP_192849614	train
WP_394780559	WP_192849614	train
WP_316964735	WP_192849614	train
WP_050939467	WP_192849614	train
WP_414738378	WP_192849614	train
WP_108957935	WP_192849614	train
WP_134778619	WP_192849614	train
WP_023155299	WP_192849614	train
WP_086660415	WP_192849614	train
WP_220410894	WP_192849614	train
WP_201473818	WP_192849614	train
WP_421647791	WP_192849614	train
WP_089552528	WP_192849614	train
WP_414028607	WP_192849614	train
WP_089527054	WP_192849614	train
WP_101918789	WP_192849614	train
WP_053909235	WP_192849614	train
WP_139618376	WP_192849614	train
WP_181200097	WP_192849614	train
WP_063078917	WP_192849614	train
WP_147692244	WP_192849614	train
WP_188155234	WP_192849614	train
WP_089518763	WP_192849614	train
WP_257160795	WP_192849614	train
WP_219371404	WP_192849614	train
WP_115799430	WP_192849614	train
WP_001560478	WP_192849614	train
WP_414768759	WP_192849614	train
WP_275284808	WP_192849614	train
WP_366949120	WP_192849614	train
WP_138183146	WP_192849614	train
WP_130208855	WP_192849614	train
WP_331328556	WP_192849614	train
WP_100521864	WP_192849614	train
WP_331431295	WP_192849614	train
WP_113642433	WP_192849614	train
WP_106486535	WP_192849614	train
WP_254670933	WP_192849614	train
WP_001481542	WP_192849614	train
WP_416503181	WP_192849614	train
WP_021570479	WP_192849614	train
WP_419756846	WP_192849614	train
WP_001538694	WP_192849614	train
WP_054486394	WP_192849614	train
WP_239931908	WP_192849614	train
WP_153643877	WP_192849614	train
WP_106482636	WP_192849614	train
WP_028131801	WP_192849614	train
WP_435392190	WP_192849614	train
WP_251287180	WP_192849614	train
WP_019841512	WP_192849614	train
WP_148465768	WP_192849614	train
WP_421640081	WP_192849614	train
WP_115245290	WP_192849614	train
WP_262243586	WP_192849614	train
WP_032349710	WP_192849614	train
WP_097444033	WP_192849614	train
WP_023145287	WP_192849614	train
WP_407230237	WP_192849614	train
WP_112366248	WP_192849614	train
WP_192951673	WP_192849614	train
WP_181479248	WP_192849614	train
WP_150329495	WP_192849614	train
WP_252716711	WP_192849614	train
WP_139498834	WP_192849614	train
WP_052988062	WP_192849614	train
WP_242898438	WP_192849614	train
WP_248786064	WP_192849614	train
WP_289422044	WP_192849614	train
WP_247178183	WP_192849614	train
WP_105907838	WP_192849614	train
WP_001482712	WP_192849614	train
WP_001718167	WP_192849614	train
WP_137595444	WP_192849614	train
WP_226452336	WP_192849614	train
WP_243053433	WP_192849614	train
WP_053266738	WP_192849614	train
WP_069914431	WP_192849614	train
WP_137539952	WP_192849614	train
WP_097470280	WP_192849614	train
WP_021572102	WP_192849614	train
WP_202793613	WP_192849614	train
WP_001394200	WP_192849614	train
WP_087902984	WP_192849614	train
WP_059412130	WP_192849614	train
WP_136146511	WP_192849614	train
WP_202789540	WP_192849614	train
WP_070825171	WP_192849614	train
WP_311230540	WP_192849614	train
WP_076928071	WP_192849614	train
WP_423271004	WP_192849614	train
WP_109551013	WP_192849614	train
WP_115763372	WP_192849614	train
WP_113649834	WP_192849614	train
WP_181474769	WP_192849614	train
WP_000513607	WP_192849614	train
WP_031935302	WP_192849614	train
WP_136768144	WP_192849614	train
WP_262009906	WP_192849614	train
WP_247153410	WP_192849614	train
WP_137515564	WP_192849614	train
WP_148119703	WP_192849614	train
WP_123163264	WP_192849614	train
WP_254672571	WP_192849614	train
WP_053882325	WP_192849614	train
WP_327741066	WP_192849614	train
WP_464289218	WP_192849614	train
WP_001454855	WP_192849614	train
WP_086185962	WP_192849614	train
WP_123912282	WP_192849614	train
WP_464359077	WP_192849614	train
WP_097488802	WP_192849614	train
WP_137506757	WP_192849614	train
WP_220412840	WP_192849614	train
WP_187227285	WP_192849614	train
WP_456290716	WP_192849614	train
WP_045894874	WP_192849614	train
WP_003985132	WP_192849614	train
WP_052978357	WP_192849614	train
WP_005154109	WP_192849614	train
WP_332262991	WP_192849614	train
WP_311016568	WP_192849614	train
WP_137502456	WP_192849614	train
WP_133458668	WP_192849614	train
WP_159386368	WP_192849614	train
WP_161662020	WP_192849614	train
WP_066009294	WP_192849614	train
WP_072643338	WP_192849614	train
WP_264353673	WP_192849614	train
WP_256548006	WP_192849614	train
WP_096970935	WP_192849614	train
WP_085334235	WP_192849614	train
WP_429872273	WP_192849614	train
WP_112877440	WP_192849614	train
WP_416259211	WP_192849614	train
WP_136682147	WP_192849614	train
WP_072646801	WP_192849614	train
WP_127976814	WP_192849614	train
WP_206053140	WP_192849614	train
WP_187180086	WP_192849614	train
WP_458583020	WP_192849614	train
WP_016234290	WP_192849614	train
WP_247171124	WP_192849614	train
WP_243194805	WP_192849614	train
WP_112032765	WP_192849614	train
WP_053900860	WP_192849614	train
WP_427798805	WP_192849614	train
WP_159193901	WP_192849614	train
WP_142440923	WP_192849614	train
WP_088542522	WP_192849614	train
WP_113864426	WP_192849614	train
WP_261627966	WP_192849614	train
WP_100679007	WP_192849614	train
WP_021518134	WP_192849614	train
WP_439023289	WP_192849614	train
WP_115761048	WP_192849614	train
