seq_id	cluster_id	split
WP_126478459	WP_480042216	train
WP_192452278	WP_480042216	train
WP_117681823	WP_480042216	train
WP_110197472	WP_480042216	train
WP_480078244	WP_480042216	train
WP_045367071	WP_480042216	train
WP_267984927	WP_480042216	train
WP_447144731	WP_480042216	train
WP_004145082	WP_480042216	train
WP_004187992	WP_480042216	train
WP_227366742	WP_480042216	train
WP_261901938	WP_480042216	train
WP_375030296	WP_480042216	train
WP_101979856	WP_480042216	train
WP_032418241	WP_480042216	train
WP_274763894	WP_480042216	train
WP_032434461	WP_480042216	train
WP_420532230	WP_480042216	train
WP_437789069	WP_480042216	train
WP_271032429	WP_480042216	train
WP_440309340	WP_480042216	train
WP_085551802	WP_480042216	train
WP_065804549	WP_480042216	train
WP_309319793	WP_480042216	train
WP_180864146	WP_480042216	train
WP_408942121	WP_480042216	train
WP_472670470	WP_480042216	train
WP_427181966	WP_480042216	train
WP_336404563	WP_480042216	train
WP_114263846	WP_480042216	train
WP_404551726	WP_480042216	train
WP_320896316	WP_480042216	train
WP_032454429	WP_480042216	train
WP_117256726	WP_480042216	train
WP_430918427	WP_480042216	train
WP_116973155	WP_480042216	train
WP_213708304	WP_480042216	train
WP_159300512	WP_480042216	train
WP_217046156	WP_480042216	train
WP_075394478	WP_480042216	train
WP_016530020	WP_480042216	train
WP_334080235	WP_480042216	train
WP_117132081	WP_480042216	train
WP_047058293	WP_480042216	train
WP_130972916	WP_480042216	train
WP_480122333	WP_480042216	train
WP_241462886	WP_480042216	train
WP_142927075	WP_480042216	train
WP_064165280	WP_480042216	train
WP_040188844	WP_480042216	train
WP_460211065	WP_480042216	train
WP_026612190	WP_480042216	train
WP_316553909	WP_480042216	train
WP_171883185	WP_480042216	train
WP_047046148	WP_480042216	train
WP_326398449	WP_480042216	train
WP_049046811	WP_480042216	train
WP_099718724	WP_480042216	train
WP_040164570	WP_480042216	train
WP_048266079	WP_480042216	train
WP_048269835	WP_480042216	train
WP_129304579	WP_480042216	train
WP_109232155	WP_480042216	train
WP_341819151	WP_480042216	train
WP_480046896	WP_480042216	train
WP_129769467	WP_480042216	train
WP_284130225	WP_480042216	train
WP_015703895	WP_480042216	train
WP_130953066	WP_480042216	train
WP_243811733	WP_480042216	train
WP_117084207	WP_480042216	train
WP_193491095	WP_480042216	train
WP_102099119	WP_480042216	train
WP_117129486	WP_480042216	train
WP_042937009	WP_480042216	train
WP_473806213	WP_480042216	train
WP_152841947	WP_480042216	train
WP_263035489	WP_480042216	train
WP_239593435	WP_480042216	train
WP_117113554	WP_480042216	train
WP_423132454	WP_480042216	train
WP_454104415	WP_480042216	train
WP_044525097	WP_480042216	train
WP_423979114	WP_480042216	train
WP_094353833	WP_480042216	train
WP_017899661	WP_480042216	train
WP_080815742	WP_480042216	train
WP_427385972	WP_480042216	train
WP_117136914	WP_480042216	train
WP_045395958	WP_480042216	train
WP_047740210	WP_480042216	train
WP_289435639	WP_480042216	train
WP_267694838	WP_480042216	train
WP_349460159	WP_480042216	train
WP_274916738	WP_480042216	train
WP_117111913	WP_480042216	train
WP_406914214	WP_480042216	train
WP_071557199	WP_480042216	train
WP_254242724	WP_480042216	train
WP_114265474	WP_480042216	train
WP_217962294	WP_480042216	train
WP_315711970	WP_480042216	train
WP_420533738	WP_480042216	train
WP_480106746	WP_480042216	train
WP_110232542	WP_480042216	train
WP_436922251	WP_480042216	train
WP_447338351	WP_480042216	train
WP_192950059	WP_480042216	train
WP_223325995	WP_480042216	train
WP_440722489	WP_480042216	train
WP_480132721	WP_480042216	train
WP_395554329	WP_480042216	train
WP_255073692	WP_480042216	train
WP_031590448	WP_480042216	train
WP_416719819	WP_416719819	train
WP_223561939	WP_416719819	train
WP_103793430	WP_416719819	train
WP_343648827	WP_416719819	train
WP_156237401	WP_416719819	train
WP_218308924	WP_416719819	train
WP_267217680	WP_416719819	train
WP_166709588	WP_416719819	train
WP_242174265	WP_416719819	train
WP_152082806	WP_416719819	train
WP_471778857	WP_416719819	train
WP_196367193	WP_416719819	train
WP_371190138	WP_416719819	train
WP_032635239	WP_416719819	train
WP_077226437	WP_416719819	train
WP_151412287	WP_416719819	train
WP_348579732	WP_416719819	train
WP_458593010	WP_416719819	train
WP_193541052	WP_416719819	train
WP_447854856	WP_416719819	train
WP_166180999	WP_416719819	train
WP_095441467	WP_416719819	train
WP_202774581	WP_416719819	train
WP_302224884	WP_416719819	train
WP_440668797	WP_416719819	train
WP_202771816	WP_416719819	train
WP_119916720	WP_416719819	train
WP_039032242	WP_416719819	train
WP_335245538	WP_416719819	train
WP_347485902	WP_416719819	train
WP_256460345	WP_416719819	train
WP_063957987	WP_416719819	train
WP_248188466	WP_416719819	train
WP_214594878	WP_416719819	train
WP_225287383	WP_416719819	train
WP_473212007	WP_416719819	train
WP_395313475	WP_416719819	train
WP_458680227	WP_416719819	train
WP_014881910	WP_416719819	train
WP_114385471	WP_416719819	train
WP_445234731	WP_416719819	train
WP_479981406	WP_416719819	train
WP_290094217	WP_416719819	train
WP_042714333	WP_416719819	train
WP_454532671	WP_416719819	train
WP_253179367	WP_416719819	train
WP_248097313	WP_416719819	train
WP_041911729	WP_416719819	train
WP_193066923	WP_416719819	train
WP_063431020	WP_416719819	train
WP_193355447	WP_416719819	train
WP_063862043	WP_416719819	train
WP_237425268	WP_416719819	train
WP_336221893	WP_416719819	train
WP_369604696	WP_416719819	train
WP_248162892	WP_416719819	train
WP_473330061	WP_416719819	train
WP_125387082	WP_416719819	train
WP_484082102	WP_416719819	train
WP_133550768	WP_416719819	train
WP_116343649	WP_416719819	train
WP_417932506	WP_416719819	train
WP_256026703	WP_416719819	train
WP_063145115	WP_416719819	train
WP_370732780	WP_416719819	train
WP_326431666	WP_416719819	train
WP_262662162	WP_416719819	train
WP_025756975	WP_416719819	train
WP_421511279	WP_416719819	train
WP_278436279	WP_416719819	train
WP_333111988	WP_416719819	train
WP_125915008	WP_416719819	train
WP_301512477	WP_416719819	train
WP_194401470	WP_416719819	train
WP_126797244	WP_416719819	train
WP_214606099	WP_416719819	train
WP_028014939	WP_416719819	train
WP_224066113	WP_416719819	train
WP_047347429	WP_416719819	train
WP_094166632	WP_416719819	train
WP_273960906	WP_416719819	train
WP_248228970	WP_416719819	train
WP_218727932	WP_416719819	train
WP_109845944	WP_416719819	train
WP_312079136	WP_416719819	train
WP_420255637	WP_416719819	train
WP_296221976	WP_416719819	train
WP_252002700	WP_416719819	train
WP_447741828	WP_416719819	train
WP_336666767	WP_416719819	train
WP_484826175	WP_416719819	train
WP_045260844	WP_416719819	train
WP_371899810	WP_416719819	train
WP_238459293	WP_416719819	train
WP_048957702	WP_416719819	train
WP_217479325	WP_416719819	train
WP_333065943	WP_416719819	train
WP_237845211	WP_416719819	train
WP_267215348	WP_416719819	train
WP_061096712	WP_416719819	train
WP_212474363	WP_416719819	train
WP_159340381	WP_416719819	train
WP_312345438	WP_416719819	train
WP_205916102	WP_416719819	train
WP_032648565	WP_416719819	train
WP_443350565	WP_416719819	train
WP_266179429	WP_416719819	train
WP_233003456	WP_416719819	train
WP_248093493	WP_416719819	train
WP_047957399	WP_416719819	train
WP_347114778	WP_416719819	train
WP_420277602	WP_416719819	train
WP_047646756	WP_416719819	train
WP_447205573	WP_416719819	train
WP_119936458	WP_416719819	train
WP_059311586	WP_416719819	train
WP_225759910	WP_416719819	train
WP_479434800	WP_416719819	train
WP_117386659	WP_416719819	train
WP_221553104	WP_416719819	train
WP_333017641	WP_416719819	train
WP_312999348	WP_416719819	train
WP_155030479	WP_416719819	train
WP_337281127	WP_416719819	train
WP_259566762	WP_416719819	train
WP_280713630	WP_416719819	train
WP_059347378	WP_416719819	train
WP_407598654	WP_416719819	train
WP_236307423	WP_416719819	train
WP_407820895	WP_416719819	train
WP_219358006	WP_416719819	train
WP_458045131	WP_416719819	train
WP_337017996	WP_416719819	train
WP_420985506	WP_416719819	train
WP_080329757	WP_416719819	train
WP_429055167	WP_416719819	train
WP_370884587	WP_416719819	train
WP_431625233	WP_416719819	train
WP_483544290	WP_416719819	train
WP_215723137	WP_416719819	train
WP_276851288	WP_416719819	train
WP_479979583	WP_416719819	train
WP_427353588	WP_416719819	train
WP_029741439	WP_416719819	train
WP_249488245	WP_416719819	train
WP_192978544	WP_416719819	train
WP_338235049	WP_416719819	train
WP_047173138	WP_416719819	train
WP_165466470	WP_416719819	train
WP_303569502	WP_416719819	train
WP_456158172	WP_416719819	train
WP_023331669	WP_416719819	train
WP_176609131	WP_416719819	train
WP_267590470	WP_416719819	train
WP_447615161	WP_416719819	train
WP_260660038	WP_416719819	train
WP_063437524	WP_416719819	train
WP_139563889	WP_416719819	train
WP_391488743	WP_416719819	train
WP_134866982	WP_416719819	train
WP_448669849	WP_416719819	train
WP_320710356	WP_416719819	train
WP_023309811	WP_416719819	train
WP_333852546	WP_416719819	train
WP_248235136	WP_416719819	train
WP_165718494	WP_416719819	train
WP_265195251	WP_416719819	train
WP_458728286	WP_416719819	train
WP_325760662	WP_416719819	train
WP_121932548	WP_416719819	train
WP_446490221	WP_416719819	train
WP_045354644	WP_416719819	train
WP_063440107	WP_416719819	train
WP_325848799	WP_416719819	train
WP_047743279	WP_416719819	train
WP_325814536	WP_416719819	train
WP_059445893	WP_416719819	train
WP_241178354	WP_416719819	train
WP_252047468	WP_416719819	train
WP_133293461	WP_416719819	train
WP_323619865	WP_416719819	train
WP_064673026	WP_416719819	train
WP_143344450	WP_416719819	train
WP_471726547	WP_416719819	train
WP_136195851	WP_416719819	train
WP_126303959	WP_416719819	train
WP_193805387	WP_416719819	train
WP_108417244	WP_416719819	train
WP_213751755	WP_416719819	train
WP_248184954	WP_416719819	train
WP_045400451	WP_416719819	train
WP_475683977	WP_416719819	train
WP_126545772	WP_416719819	train
WP_331413958	WP_416719819	train
WP_001198745	WP_001198745	train
WP_001198743	WP_001198745	train
WP_114707894	WP_001198745	train
WP_374753760	WP_001198745	train
WP_001198746	WP_001198745	train
WP_001198739	WP_001198745	train
WP_136057875	WP_001198745	train
WP_127173257	WP_001198745	train
WP_079801670	WP_001198745	train
WP_409161912	WP_001198745	train
WP_088729847	WP_001198745	train
WP_076737536	WP_001198745	train
WP_119905893	WP_001198745	train
WP_001198748	WP_001198745	train
WP_001198740	WP_001198745	train
WP_080190878	WP_001198745	train
WP_024792540	WP_001198745	train
WP_138020441	WP_001198745	train
WP_198081456	WP_001198745	train
WP_001589922	WP_001198745	train
WP_476657570	WP_001198745	train
WP_031605941	WP_001198745	train
WP_080069337	WP_001198745	train
WP_272710841	WP_001198745	train
WP_079962223	WP_001198745	train
WP_080197851	WP_001198745	train
WP_154807232	WP_001198745	train
WP_097173219	WP_001198745	train
WP_208285388	WP_001198745	train
WP_438321141	WP_001198745	train
WP_080079434	WP_001198745	train
WP_001661475	WP_001198745	train
WP_080071140	WP_001198745	train
WP_023218436	WP_001198745	train
WP_052906914	WP_001198745	train
WP_001636174	WP_001198745	train
WP_437159717	WP_001198745	train
WP_486407758	WP_001198745	train
WP_058111273	WP_001198745	train
WP_001675587	WP_001198745	train
WP_156010370	WP_001198745	train
WP_001198747	WP_001198745	train
WP_001198741	WP_001198745	train
WP_001198749	WP_001198745	train
WP_303079032	WP_001198745	train
WP_023234307	WP_001198745	train
WP_281766863	WP_001198745	train
WP_001198744	WP_001198745	train
WP_058113723	WP_001198745	train
WP_136158719	WP_001198745	train
WP_053529106	WP_001198745	train
WP_097366897	WP_001198745	train
WP_088758373	WP_001198745	train
WP_082328088	WP_001198745	train
WP_367834817	WP_001198745	train
WP_023227882	WP_001198745	train
WP_023219917	WP_001198745	train
WP_252299099	WP_001198745	train
WP_437154692	WP_001198745	train
WP_079971095	WP_001198745	train
WP_070803065	WP_001198745	train
WP_373444486	WP_001198745	train
WP_462985582	WP_001198745	train
WP_410987677	WP_001198745	train
WP_023209027	WP_001198745	train
WP_080225102	WP_001198745	train
WP_076937710	WP_001198745	train
WP_475297191	WP_001198745	train
WP_109273497	WP_001198745	train
WP_079787748	WP_001198745	train
WP_080246803	WP_001198745	train
WP_409528708	WP_001198745	train
WP_137075818	WP_001198745	train
WP_046094735	WP_001198745	train
WP_079791041	WP_001198745	train
WP_426464605	WP_001198745	train
WP_079809332	WP_001198745	train
WP_116525663	WP_001198745	train
WP_080231556	WP_001198745	train
WP_261781005	WP_001198745	train
WP_200050247	WP_001198745	train
WP_167650159	WP_001198745	train
WP_114043338	WP_001198745	train
WP_262946939	WP_001198745	train
WP_183046465	WP_001198745	train
WP_097359704	WP_001198745	train
WP_047606954	WP_001198745	train
WP_020838436	WP_001198745	train
WP_079969334	WP_001198745	train
WP_001198742	WP_001198745	train
WP_079902288	WP_001198745	train
WP_165882297	WP_001198745	train
WP_079975285	WP_001198745	train
WP_109219317	WP_001198745	train
WP_272707745	WP_001198745	train
WP_007729367	WP_007729367	train
WP_105651539	WP_007729367	train
WP_053531654	WP_007729367	train
WP_171997630	WP_007729367	train
WP_038875724	WP_007729367	train
WP_105663818	WP_007729367	train
WP_161573712	WP_007729367	train
WP_105739786	WP_007729367	train
WP_038866308	WP_007729367	train
WP_316351922	WP_007729367	train
WP_105655756	WP_007729367	train
WP_161581077	WP_007729367	train
WP_105660645	WP_007729367	train
WP_105631786	WP_007729367	train
WP_105638382	WP_007729367	train
WP_007754218	WP_007729367	train
WP_282986284	WP_007729367	train
WP_075192934	WP_007729367	train
WP_282977816	WP_007729367	train
WP_105667031	WP_007729367	train
WP_105680415	WP_007729367	train
WP_395585043	WP_007729367	train
WP_146379339	WP_146379339	train
WP_161583072	WP_146379339	train
WP_087600878	WP_146379339	train
WP_054624930	WP_146379339	train
WP_105624549	WP_146379339	train
WP_105540368	WP_146379339	train
WP_282831907	WP_146379339	train
WP_004385992	WP_146379339	train
WP_007765847	WP_146379339	train
WP_109996454	WP_146379339	train
WP_007779712	WP_146379339	train
WP_104671802	WP_146379339	train
WP_097584135	WP_146379339	train
WP_007891104	WP_146379339	train
WP_283008958	WP_146379339	train
WP_325764167	WP_146379339	train
WP_007872305	WP_146379339	train
WP_105580308	WP_146379339	train
WP_032988540	WP_146379339	train
WP_105575432	WP_146379339	train
WP_105601931	WP_146379339	train
WP_104659071	WP_146379339	train
WP_104673268	WP_146379339	train
WP_454038768	WP_146379339	train
WP_209641286	WP_146379339	train
WP_105608717	WP_146379339	train
WP_312604217	WP_146379339	train
WP_105574060	WP_146379339	train
WP_075199347	WP_146379339	train
WP_032970359	WP_146379339	train
WP_322546666	WP_146379339	train
WP_085661924	WP_146379339	train
WP_080321926	WP_146379339	train
WP_175568221	WP_146379339	train
WP_426384494	WP_146379339	train
WP_012814735	WP_146379339	train
WP_432736502	WP_146379339	train
WP_312614825	WP_146379339	train
WP_105581493	WP_146379339	train
WP_194564957	WP_146379339	train
WP_105746442	WP_146379339	train
WP_105537605	WP_146379339	train
WP_014729923	WP_146379339	train
WP_105606315	WP_146379339	train
WP_166491386	WP_146379339	train
WP_115080054	WP_146379339	train
WP_312577547	WP_146379339	train
WP_104676196	WP_146379339	train
WP_097640766	WP_146379339	train
WP_097564198	WP_146379339	train
WP_283985296	WP_146379339	train
WP_012126177	WP_146379339	train
WP_007703768	WP_146379339	train
WP_097650232	WP_146379339	train
WP_165156477	WP_146379339	train
WP_161575047	WP_146379339	train
WP_105884692	WP_146379339	train
WP_069683170	WP_146379339	train
WP_105561543	WP_146379339	train
WP_105944628	WP_146379339	train
WP_072125848	WP_072125848	train
WP_129675493	WP_072125848	train
WP_368842738	WP_072125848	train
WP_251355031	WP_072125848	train
WP_061154174	WP_072125848	train
WP_232684649	WP_072125848	train
WP_049163304	WP_072125848	train
WP_087731088	WP_072125848	train
WP_411312196	WP_072125848	train
WP_448703223	WP_072125848	train
WP_232687778	WP_072125848	train
WP_150342033	WP_072125848	train
WP_395280026	WP_072125848	train
WP_110184953	WP_072125848	train
WP_407257066	WP_072125848	train
WP_313681792	WP_072125848	train
WP_434152862	WP_072125848	train
WP_373856670	WP_072125848	train
WP_316951879	WP_072125848	train
WP_088717055	WP_072125848	train
WP_070612253	WP_072125848	train
WP_259614970	WP_072125848	train
WP_117144814	WP_072125848	train
WP_373629803	WP_072125848	train
WP_077139302	WP_072125848	train
WP_110199354	WP_072125848	train
WP_236948810	WP_072125848	train
WP_179153769	WP_072125848	train
WP_136086597	WP_072125848	train
WP_012541313	WP_072125848	train
WP_335261729	WP_072125848	train
WP_100681136	WP_072125848	train
WP_281080760	WP_072125848	train
WP_139560689	WP_072125848	train
WP_136030292	WP_072125848	train
WP_080930231	WP_072125848	train
WP_110216418	WP_072125848	train
WP_095032995	WP_072125848	train
WP_112883822	WP_072125848	train
WP_334070959	WP_072125848	train
WP_012967806	WP_072125848	train
WP_016161351	WP_072125848	train
WP_008804353	WP_072125848	train
WP_281075875	WP_072125848	train
WP_186980424	WP_072125848	train
WP_447337648	WP_072125848	train
WP_110192873	WP_072125848	train
WP_374171052	WP_072125848	train
WP_023340379	WP_072125848	train
WP_203034014	WP_072125848	train
WP_368286790	WP_072125848	train
WP_110220819	WP_072125848	train
WP_110223725	WP_072125848	train
WP_117126325	WP_072125848	train
WP_021553364	WP_021553364	train
WP_348800681	WP_021553364	train
WP_337282230	WP_021553364	train
WP_259075113	WP_021553364	train
WP_462183047	WP_021553364	train
WP_237184362	WP_021553364	train
WP_048786299	WP_048786299	train
WP_033790176	WP_048786299	train
WP_033747015	WP_048786299	train
WP_333620678	WP_048786299	train
WP_313588990	WP_048786299	train
WP_434125027	WP_048786299	train
WP_313119455	WP_048786299	train
WP_216492791	WP_048786299	train
WP_286873210	WP_048786299	train
WP_199016688	WP_199016688	test
WP_039308092	WP_039308092	train
WP_205537725	WP_039308092	train
WP_095993313	WP_039308092	train
WP_174877003	WP_039308092	train
WP_174871435	WP_039308092	train
WP_040035632	WP_039308092	train
WP_039508229	WP_039308092	train
WP_400437057	WP_039308092	train
WP_205539698	WP_039308092	train
WP_400362182	WP_039308092	train
WP_101781918	WP_039308092	train
WP_261847412	WP_039308092	train
WP_336674781	WP_039308092	train
WP_039485186	WP_039308092	train
WP_180742988	WP_039308092	train
WP_109225843	WP_039308092	train
WP_433993148	WP_039308092	train
WP_205531378	WP_039308092	train
WP_012821883	WP_039308092	train
WP_192990763	WP_039308092	train
WP_400338331	WP_039308092	train
WP_226307784	WP_039308092	train
WP_095701017	WP_039308092	train
WP_420064390	WP_039308092	train
WP_116164505	WP_039308092	train
WP_249684038	WP_039308092	train
WP_127031872	WP_039308092	train
WP_336856768	WP_039308092	train
WP_024108529	WP_039308092	train
WP_174869023	WP_039308092	train
WP_010281152	WP_039308092	train
WP_193400319	WP_039308092	train
WP_240584187	WP_039308092	train
WP_233972207	WP_039308092	train
WP_182813783	WP_039308092	train
WP_483280215	WP_039308092	train
WP_111778603	WP_039308092	train
WP_252617947	WP_039308092	train
WP_268580755	WP_039308092	train
WP_205593746	WP_039308092	train
WP_242753066	WP_039308092	train
WP_433971018	WP_039308092	train
WP_445498955	WP_039308092	train
WP_103862383	WP_039308092	train
WP_205556825	WP_039308092	train
WP_400310793	WP_039308092	train
WP_113627127	WP_039308092	train
WP_400350680	WP_039308092	train
WP_400359030	WP_039308092	train
WP_039281452	WP_039308092	train
WP_277516214	WP_039308092	train
WP_336870183	WP_039308092	train
WP_011095876	WP_039308092	train
WP_174866781	WP_039308092	train
WP_349883975	WP_039308092	train
WP_102117947	WP_039308092	train
WP_233967665	WP_039308092	train
